run_index,run_id,model_id,aptamer_id,serial_number,aptamer_name,nucleic_acid_type,aptamer_length,target_normalized,target_type,target_length,target_source_database,target_source_id,target_match,resolution_method,validation_reason,experimental_affinity_raw,experimental_kd_nm,doi,pubmed,yaml_path
263,task5_0263,UTEXAS_10000983_R1026,UTEXAS_10000983,10000983,AptER-3,RNA,101,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 30 nM,30,https://doi.org/10.1089/nat.2013.0474,https://pubmed.ncbi.nlm.nih.gov/24588102/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0263.yaml
264,task5_0264,UTEXAS_10000993_R1036,UTEXAS_10000993,10000993,S-18,DNA,49,Acetamiprid,ligand,,PubChem,213021,Acetamiprid,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4.98 μM,4.98,https://doi.org/10.1021/ac5028726,https://pubmed.ncbi.nlm.nih.gov/25340286/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0264.yaml
265,task5_0265,UTEXAS_10000999_R1042,UTEXAS_10000999,10000999,Apt1,RNA,74,"Glygoprotein 2 (GP2), Mouse",protein,531,UniProt,Q9D733,Pancreatic secretory granule membrane major glycoprotein GP2 (Pancreatic zymogen granule membrane protein GP-2),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 110 ± 2.6 nM,110,https://doi.org/10.1247/csf.13019,https://pubmed.ncbi.nlm.nih.gov/24334484/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0265.yaml
266,task5_0266,UTEXAS_10001003_R1046,UTEXAS_10001003,10001003,Cd-4,DNA,68,Cadmium (II),ligand,,PubChem,23973,Cadmium,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 34.5 nM,34.5,https://doi.org/10.1039/c3an02117c,https://pubmed.ncbi.nlm.nih.gov/24496116/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0266.yaml
267,task5_0267,UTEXAS_10001010_R1053,UTEXAS_10001010,10001010,A08,DNA,76,Ochratoxin A (OTA),ligand,,PubChem,442530,Ochratoxin A,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 290 ± 150 nM,290,https://doi.org/10.3390/toxins6082435,https://pubmed.ncbi.nlm.nih.gov/25153252/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0267.yaml
268,task5_0268,UTEXAS_10001011_R1054,UTEXAS_10001011,10001011,B08,DNA,76,Ochratoxin A (OTA),ligand,,PubChem,442530,Ochratoxin A,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 110 ± 50 nM,110,https://doi.org/10.3390/toxins6082435,https://pubmed.ncbi.nlm.nih.gov/25153252/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0268.yaml
269,task5_0269,UTEXAS_10001055_R1098,UTEXAS_10001055,10001055,Q1,DNA,97,Fluoroquinolones,protein,237,UniProt,P9WJB1,Fluoroquinolones export permease protein Rv2687c,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 56.9 ± 11.3 nM,56.9,https://doi.org/10.1016/j.bios.2015.10.069,https://pubmed.ncbi.nlm.nih.gov/26547431/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0269.yaml
270,task5_0270,UTEXAS_10001056_R1099,UTEXAS_10001056,10001056,Q2,DNA,98,Fluoroquinolones,protein,237,UniProt,P9WJB1,Fluoroquinolones export permease protein Rv2687c,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 0.11 ± 0.06 nM,0.11,https://doi.org/10.1016/j.bios.2015.10.069,https://pubmed.ncbi.nlm.nih.gov/26547431/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0270.yaml
271,task5_0271,UTEXAS_10001057_R1100,UTEXAS_10001057,10001057,Q8,DNA,98,Fluoroquinolones,protein,237,UniProt,P9WJB1,Fluoroquinolones export permease protein Rv2687c,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 0.20 ± 0.09 nM,0.2,https://doi.org/10.1016/j.bios.2015.10.069,https://pubmed.ncbi.nlm.nih.gov/26547431/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0271.yaml
272,task5_0272,UTEXAS_10001060_R1103,UTEXAS_10001060,10001060,DNA01,DNA,76,Palladium ion,ligand,,PubChem,105144,Palladium ion,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4.60 ± 1.17 μM,4600,https://doi.org/10.1016/j.bmcl.2015.10.056,https://pubmed.ncbi.nlm.nih.gov/26514743/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0272.yaml
273,task5_0273,UTEXAS_10001061_R1104,UTEXAS_10001061,10001061,DNA02,DNA,76,Palladium ion,ligand,,PubChem,105144,Palladium ion,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2015.10.056,https://pubmed.ncbi.nlm.nih.gov/26514743/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0273.yaml
274,task5_0274,UTEXAS_10001062_R1105,UTEXAS_10001062,10001062,DNA04,DNA,76,Palladium ion,ligand,,PubChem,105144,Palladium ion,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.bmcl.2015.10.056,https://pubmed.ncbi.nlm.nih.gov/26514743/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0274.yaml
275,task5_0275,UTEXAS_10001063_R1106,UTEXAS_10001063,10001063,AP273,DNA,75,Alpha-fetoprotein (AFP),protein,609,UniProt,P02771,Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 17.41 ± 4.32 nM ,500,https://doi.org/10.1038/srep15552 ,https://pubmed.ncbi.nlm.nih.gov/26497223/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0275.yaml
276,task5_0276,UTEXAS_10001064_R1107,UTEXAS_10001064,10001064,AP244,DNA,115,Alpha-fetoprotein (AFP),protein,609,UniProt,P02771,Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 4.8 μM,4800,https://doi.org/10.1038/srep15552 ,https://pubmed.ncbi.nlm.nih.gov/26497223/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0276.yaml
277,task5_0277,UTEXAS_10001065_R1108,UTEXAS_10001065,10001065,AP206,DNA,115,Alpha-fetoprotein (AFP),protein,609,UniProt,P02771,Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,https://doi.org/10.1038/srep15552 ,https://pubmed.ncbi.nlm.nih.gov/26497223/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0277.yaml
278,task5_0278,UTEXAS_10001066_R1109,UTEXAS_10001066,10001066,AP250,DNA,115,Alpha-fetoprotein (AFP),protein,609,UniProt,P02771,Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,https://doi.org/10.1038/srep15552 ,https://pubmed.ncbi.nlm.nih.gov/26497223/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0278.yaml
279,task5_0279,UTEXAS_10001067_R1110,UTEXAS_10001067,10001067,AP211,DNA,115,Alpha-fetoprotein (AFP),protein,609,UniProt,P02771,Alpha-fetoprotein (Alpha-1-fetoprotein) (Alpha-fetoglobulin),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Not reported,,https://doi.org/10.1038/srep15552 ,https://pubmed.ncbi.nlm.nih.gov/26497223/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0279.yaml
280,task5_0280,UTEXAS_10001090_R1133,UTEXAS_10001090,10001090,A1,DNA,73,Beta-Site amyloid precursor protein cleaving enzyme 1 (BACE1),protein,501,UniProt,P56817,Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.857,Kd: 68.5655 ± 8.1237 nM,68.5655,https://doi.org/10.1371/journal.pone.0140733,https://pubmed.ncbi.nlm.nih.gov/26473367/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0280.yaml
281,task5_0281,UTEXAS_10001091_R1134,UTEXAS_10001091,10001091,A4,DNA,73,Beta-Site amyloid precursor protein cleaving enzyme 1 (BACE1),protein,501,UniProt,P56817,Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.857,Kd: 15.3497 ± 2.0262 nM,15.3497,https://doi.org/10.1371/journal.pone.0140733,https://pubmed.ncbi.nlm.nih.gov/26473367/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0281.yaml
282,task5_0282,UTEXAS_10001101_R1144,UTEXAS_10001101,10001101,ABA1 (Ang2-binding aptamer 1),DNA,80,"Angiopoietin-2 (Ang2), Human",protein,782,UniProt,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 20.5 ± 7.33 nM,20.5,https://doi.org/10.1021/ac504076k,https://pubmed.ncbi.nlm.nih.gov/25495696/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0282.yaml
283,task5_0283,UTEXAS_10001102_R1145,UTEXAS_10001102,10001102,ABA65,DNA,80,"Angiopoietin-2 (Ang2), Human",protein,782,UniProt,Q9UID3,Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 37.6 ± 5.92 nM,37.6,https://doi.org/10.1021/ac504076k,https://pubmed.ncbi.nlm.nih.gov/25495696/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0283.yaml
284,task5_0284,UTEXAS_10001131_R1174,UTEXAS_10001131,10001131,Bap5,DNA,85,Brevetoxin-2 (BTX-2),ligand,,PubChem,10865865,Brevetoxin-2,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 4830 nM,4830,https://doi.org/10.1155/2016/9241860,https://pubmed.ncbi.nlm.nih.gov/28058132/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0284.yaml
285,task5_0285,UTEXAS_10001132_R1175,UTEXAS_10001132,10001132,AFLA5,DNA,80,Aflatoxin B1 (AFB1),protein,331,UniProt,Q8NHP1,Aflatoxin B1 aldehyde reductase member 4 (EC 1.-.-.-) (AFB1 aldehyde reductase 3) (AFB1-AR 3) (Aldoketoreductase 7-like),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 50.45 ± 11.06 nM,50.45,https://doi.org/10.3389/fmicb.2016.01909,https://pubmed.ncbi.nlm.nih.gov/27990137/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0285.yaml
286,task5_0286,UTEXAS_10001133_R1176,UTEXAS_10001133,10001133,AFLA53,DNA,80,Aflatoxin B1 (AFB1),protein,331,UniProt,Q8NHP1,Aflatoxin B1 aldehyde reductase member 4 (EC 1.-.-.-) (AFB1 aldehyde reductase 3) (AFB1-AR 3) (Aldoketoreductase 7-like),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 48.29 ± 9.45 nm,48.29,https://doi.org/10.3389/fmicb.2016.01909,https://pubmed.ncbi.nlm.nih.gov/27990137/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0286.yaml
287,task5_0287,UTEXAS_10001134_R1177,UTEXAS_10001134,10001134,AFLA71,DNA,80,Aflatoxin B1 (AFB1),protein,331,UniProt,Q8NHP1,Aflatoxin B1 aldehyde reductase member 4 (EC 1.-.-.-) (AFB1 aldehyde reductase 3) (AFB1-AR 3) (Aldoketoreductase 7-like),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 85.02 ± 25.74 nM,85.02,https://doi.org/10.3389/fmicb.2016.01909,https://pubmed.ncbi.nlm.nih.gov/27990137/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0287.yaml
288,task5_0288,UTEXAS_10001141_R1184,UTEXAS_10001141,10001141,ER_Apt1,DNA,76,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Kd: 1.15 ± 1.01 × 10^-8 M−1,11.5,https://doi.org/10.1016/j.trsl.2016.12.008,https://pubmed.ncbi.nlm.nih.gov/28087261/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0288.yaml
289,task5_0289,UTEXAS_10001142_R1185,UTEXAS_10001142,10001142,ER_Apt2,DNA,76,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.1016/j.trsl.2016.12.008,https://pubmed.ncbi.nlm.nih.gov/28087261/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0289.yaml
290,task5_0290,UTEXAS_10001143_R1186,UTEXAS_10001143,10001143,ER_Apt3,DNA,76,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.1016/j.trsl.2016.12.008,https://pubmed.ncbi.nlm.nih.gov/28087261/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0290.yaml
291,task5_0291,UTEXAS_10001144_R1187,UTEXAS_10001144,10001144,ER_Apt4,DNA,76,Estrogen receptor alpha (ERα),protein,1023,UniProt,Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta (PGC-1-beta) (PPAR-gamma coactivator 1-beta) (PPARGC-1-beta) (PGC-1-related estrogen receptor alpha coactivator),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.1016/j.trsl.2016.12.008,https://pubmed.ncbi.nlm.nih.gov/28087261/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0291.yaml
292,task5_0292,UTEXAS_10001152_R1196,UTEXAS_10001152,10001152,Aptamer 2,DNA,81,Rhesus (Rh) D antigen,protein,417,UniProt,Q02161,Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 51.46 ±14.90 nM,51.46,https://doi.org/10.2450/2016.0123-16,https://pubmed.ncbi.nlm.nih.gov/27893356/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0292.yaml
293,task5_0293,UTEXAS_10001153_R1197,UTEXAS_10001153,10001153,Aptamer 8,DNA,78,Rhesus (Rh) D antigen,protein,417,UniProt,Q02161,Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 403.70 ± 71.47 nM ,403.7,https://doi.org/10.2450/2016.0123-16,https://pubmed.ncbi.nlm.nih.gov/27893356/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0293.yaml
294,task5_0294,UTEXAS_10001154_R1198,UTEXAS_10001154,10001154,Aptamer 7,DNA,81,Rhesus (Rh) D antigen,protein,417,UniProt,Q02161,Blood group Rh(D) polypeptide (RHXIII) (Rh polypeptide 2) (RhPII) (Rhesus D antigen) (CD antigen CD240D),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 543.30 ± 92.59 nM,543.3,https://doi.org/10.2450/2016.0123-16,https://pubmed.ncbi.nlm.nih.gov/27893356/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0294.yaml
295,task5_0295,UTEXAS_10001162_R1206,UTEXAS_10001162,10001162,P37,DNA,97,Penicillin G,ligand,,PubChem,5904,Penicillin G,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1016/j.talanta.2016.09.058,https://pubmed.ncbi.nlm.nih.gov/27837823/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0295.yaml
296,task5_0296,UTEXAS_10001166_R1210,UTEXAS_10001166,10001166,#5,DNA,79,Chloramphenicol (CAP),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 32.24 ± 8.19 nM,32,https://doi.org/10.1007/s12010-016-2193-6,https://pubmed.ncbi.nlm.nih.gov/27613616/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0296.yaml
297,task5_0297,UTEXAS_10001167_R1211,UTEXAS_10001167,10001167,#4,DNA,80,Chloramphenicol (CAP),ligand,,PubChem,5959,Chloramphenicol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 101.62 ± 11.1 nM,101.62,https://doi.org/10.1007/s12010-016-2193-6,https://pubmed.ncbi.nlm.nih.gov/27613616/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0297.yaml
298,task5_0298,UTEXAS_10001183_R1227,UTEXAS_10001183,10001183,RAC-6,DNA,80,Ractopamine (RAC),ligand,,PubChem,56052,Ractopamine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 54.22 ± 8.02 nM,54.22,https://doi.org/10.1016/j.aca.2017.01.008,https://pubmed.ncbi.nlm.nih.gov/28224901/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0298.yaml
299,task5_0299,UTEXAS_10001185_R1229,UTEXAS_10001185,10001185,GR-3,DNA,81,Glucagon receptor (GCGR),protein,477,UniProt,P47871,Glucagon receptor (GL-R),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 52.7 ± 5.1 nM,52.7,https://doi.org/10.1038/s41598-017-05840-w,https://pubmed.ncbi.nlm.nih.gov/28775305/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0299.yaml
300,task5_0300,UTEXAS_10001186_R1230,UTEXAS_10001186,10001186,C10K2,DNA,70,"Osteoponin (OPN), Human",protein,314,UniProt,P10451,Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: <2.5 nM,2.5,https://doi.org/10.1016/j.aca.2017.07.071,https://pubmed.ncbi.nlm.nih.gov/28916037/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0300.yaml
301,task5_0301,UTEXAS_10001187_R1231,UTEXAS_10001187,10001187,BBA1,DNA,60,Benzylpenicillin (penicillin G),ligand,,PubChem,5904,Benzylpenicillin,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 383.4 nM,383,https://doi.org/10.1016/j.ab.2017.05.013,https://pubmed.ncbi.nlm.nih.gov/28522308/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0301.yaml
302,task5_0302,UTEXAS_10001194_R1238,UTEXAS_10001194,10001194,G-ap49,DNA,76,Gremlin-1,protein,184,UniProt,O73755,Gremlin-1,UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 2.6 ± 0.4 nM,2.6,https://doi.org/10.3390/molecules22050706,https://pubmed.ncbi.nlm.nih.gov/28452949/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0302.yaml
303,task5_0303,UTEXAS_10001196_R1240,UTEXAS_10001196,10001196,Ep1,DNA,90,Epithelial cell adhesion molecule (EpCAM),protein,315,UniProt,O55159,Epithelial cell adhesion molecule (Ep-CAM) (Epithelial glycoprotein 314) (EGP314) (Protein D5.7A) (Tumor-associated calcium signal transducer 1) (CD antigen CD326),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.800,Kd: 118 nM,118,https://doi.org/10.1371/journal.pone.0189558,https://pubmed.ncbi.nlm.nih.gov/29245156/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0303.yaml
304,task5_0304,UTEXAS_10001224_R1268,UTEXAS_10001224,10001224,OD64,DNA,56,"Odontogenic ameloblast-associated protein (ODAM), Human",protein,279,UniProt,A1E959,Odontogenic ameloblast-associated protein (Apin),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 47.71 nM,47,https://doi.org/10.1016/j.bios.2018.10.040,https://pubmed.ncbi.nlm.nih.gov/30396019/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0304.yaml
305,task5_0305,UTEXAS_10001225_R1269,UTEXAS_10001225,10001225,OD35,DNA,56,"Odontogenic ameloblast-associated protein (ODAM), Human",protein,279,UniProt,A1E959,Odontogenic ameloblast-associated protein (Apin),UNIPROT_EXACT_GENE,UNIPROT_EXACT_GENE,Kd: 51.36 nM,51.36,https://doi.org/10.1016/j.bios.2018.10.040,https://pubmed.ncbi.nlm.nih.gov/30396019/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0305.yaml
306,task5_0306,UTEXAS_10001246_R1290,UTEXAS_10001246,10001246,Fur_14,DNA,93,Furaneol,ligand,,PubChem,19309,Furaneol,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 1.1 ± 0.4 µM,1.1,https://doi.org/10.3390/molecules23123159,https://pubmed.ncbi.nlm.nih.gov/30513671/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0306.yaml
307,task5_0307,UTEXAS_10001247_R1291,UTEXAS_10001247,10001247,Z100,DNA,98,Zearalenone (ZEN),ligand,,PubChem,5281576,Zearalenone,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Kd: 15.2 ± 3.4 nM,15.2,https://doi.org/10.1021/acs.jafc.8b03963,https://pubmed.ncbi.nlm.nih.gov/30346760/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0307.yaml
308,task5_0308,UTEXAS_10001248_R1292,UTEXAS_10001248,10001248,wh6,DNA,80,Annexin A2 (ANXA2),protein,339,UniProt,A6NMY6,Putative annexin A2-like protein (Annexin A2 pseudogene 2) (Lipocortin II pseudogene),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.667,Kd: 8.75 ± 1.26 nM,8.75,https://doi.org/10.1016/j.biochi.2018.06.003,https://pubmed.ncbi.nlm.nih.gov/29906496/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0308.yaml
309,task5_0309,UTEXAS_10001250_R1294,UTEXAS_10001250,10001250,R12.45,DNA,79,Atrazine,ligand,,PubChem,2256,Atrazine,PUBCHEM_NAME,PUBCHEM_NAME_WITH_SMILES,Not reported,,https://doi.org/10.1021/acsomega.8b01859,https://pubmed.ncbi.nlm.nih.gov/30411044/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0309.yaml
310,task5_0310,UTEXAS_10001265_R1309,UTEXAS_10001265,10001265,NA36,DNA,75,Neutrophil gelatinase-associated lipocalin (NGAL),protein,198,UniProt,P80188,Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 43.59 nM,43.59,https://doi.org/10.1186/s12967-019-1955-7,https://pubmed.ncbi.nlm.nih.gov/31215436/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0310.yaml
311,task5_0311,UTEXAS_10001266_R1310,UTEXAS_10001266,10001266,NA42,DNA,75,Neutrophil gelatinase-associated lipocalin (NGAL),protein,198,UniProt,P80188,Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 66.55 nM,66.55,https://doi.org/10.1186/s12967-019-1955-7,https://pubmed.ncbi.nlm.nih.gov/31215436/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0311.yaml
312,task5_0312,UTEXAS_10001267_R1311,UTEXAS_10001267,10001267,NA53,DNA,75,Neutrophil gelatinase-associated lipocalin (NGAL),protein,198,UniProt,P80188,Neutrophil gelatinase-associated lipocalin (NGAL) (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25),UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_1.000,Kd: 32.52 nM,32.52,https://doi.org/10.1186/s12967-019-1955-7,https://pubmed.ncbi.nlm.nih.gov/31215436/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0312.yaml
313,task5_0313,UTEXAS_10001288_R1332,UTEXAS_10001288,10001288,APT 1,RNA,54,Mixed lineage leukemia protein 1 (MLL1),protein,3969,UniProt,Q03164,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],UNIPROT_NAME_SCORE_2.000,STRONG_NAME_MATCH_0.750,Not reported,,https://doi.org/10.4062/biomolther.2018.157,https://pubmed.ncbi.nlm.nih.gov/30419633/,/projects/bentosprg6/linwx/research_project/data/task5/boltz_inputs/task5_0313.yaml
